codigo;loja;nome;N Fantasia;endereco;complemento;bairro;uf;codigo_municipio;municipio;cep;pais;cnpj_cpf;ins_estadual;latitude;longitude;vendedor;rede;regiao
2;25;ATACADAO S.A;ATAC BARROS REIS;AV BARROS REIS 1579;;CABULA;BA;27408;SALVADOR;40310-010;105;75.315.333/0016-95;57746966;-12.9607244;-38.4775376;NIXON;Atacadao;Brotas e regiao
2;26;ATACADAO S.A;ATAC LAURO FREITAS;AV SANTOS DUMONT SN;;LAURO DE FREITAS;BA;19207;LAURO DE FREITAS;42700-000;105;75.315.333/0052-59;64111216;-12.8882716;-38.3218659;NIXON;Atacadao;Lauro e regiao
2;27;ATACADAO S.A;ATAC CAJAZEIRAS;R COQUEIRO GRANDE 614;;CAJAZEIRAS;BA;27408;SALVADOR;41342-840;105;75.315.333/0058-44;69287831;-12.9120721;-38.4034526;NIXON;Atacadao;Brotas e regiao
2;28;ATACADAO S.A;ATAC FEIRA SANTANA;AV EDUARDO FROES DA MOTA 5500;;MORADA DAS ARVORES;BA;10800;FEIRA DE SANTANA;44021-210;105;75.315.333/0066-54;76229052;-12.2314741;-38.9736546;NIXON;Atacadao;Feira e regiao
2;30;ATACADAO S.A;ATAC JUAZEIRO BA;ROD BR 407 KM 06 AREA 01 A SN;;ZONA URBANA;BA;18407;JUAZEIRO;48900-000;105;75.315.333/0073-83;77552288;-9.4262342;-40.4917247;NIXON;Atacadao;Petrolina e regiao
2;31;ATACADAO S.A;ATAC EUNAPOLIS;AV ANTONIO CARLOS MAGALHAES SN;;RECANTO DAS ARVORES;BA;10727;EUNAPOLIS;45825-580;105;75.315.333/0093-27;82440840;-16.3716364;-39.5567439;NIXON;Atacadao;Porto Seguro e regiao
2;38;ATACADAO S.A;ATAC CAMACARI;V PARAFUSO (ANTIGA BA-535);;POLO PETROQUIMICO;BA;5701;CAMACARI;42810-200;105;75.315.333/0165-36;117480207;-12.6945472;-38.3067782;NIXON;Atacadao;Camacari e regiao
2;51;ATACADAO S.A.;ATAC PETROLINA;AV DR. ULYSSES GUIMARAES SN;QUADRA142 LOTES 120/183;JARDIM AMAZONAS;PE;11101;PETROLINA;56318-525;105;75.315.333/0244-74;83831037;-9.380173;-40.5330521;ANTONIO;Atacadao;Petrolina e regiao
2;70;ATACADAO S.A.;ATACADAO SUBAE;AV DEPUTADO LUIS EDUARDO MAGALHAES SN;;SUBAE;BA;10800;FEIRA DE SANTANA;44079-002;105;75.315.333/0191-28;133.521.087;-12.3128495;-38.8895354;NIXON;Atacadao;Feira e regiao
2;71;ATACADAO S.A.;ATACADAO KM 25;AV ENGENHEIRO WALTER ARAGAO DE SOUZA 473;;KM 25;BA;30709;SIMOES FILHO;43700-000;105;75.315.333/0225-01;149.788.599;-12.7842967;-38.3650492;NIXON;Atacadao;Simoes Filho e regiao
2;72;ATACADAO S.A.;ATACADAO BROTAS;AV MARIO LEAL FERREIRA 500;;BROTAS;BA;27408;SALVADOR;40285-600;105;75.315.333/0252-84;163.465.702;-12.9838102;-38.4924043;NIXON;Atacadao;Brotas e regiao
2;73;ATACADAO S.A.;ATACADAO CAMINHO DAS ARVORES;AV TANCREDO NEVES 3413;LOJA;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-021;105;75.315.333/0301-05;174.476.636;-12.9767783;-38.4583762;NIXON;Atacadao;Pituba e regiao
2;75;ATACADAO S.A.;ATACADAO PARQUE BELA VISTA;AV ANTONIO CARLOS MAGALHAES SN;;PARQUE BELA VISTA;BA;27408;SALVADOR;40280-000;105;75.315.333/0313-30;180.594.779;-12.9892608;-38.4724684;NIXON;Atacadao;Pituba e regiao
2;76;ATACADAO S.A.;ATACADAO  CANABRAVA;R ART MIO CASTRO VALENTE 1;;CANABRAVA;BA;27408;SALVADOR;41260-300;105;75.315.333/0311-79;180.594.661;-12.9183866;-38.4264885;NIXON;Atacadao;Vila Canaria e regiao
2;77;ATACADAO S.A.;ATACADAO MATA ESCURA;AV CARDEAL AVELAR BRANDAO VILLELA 000279;;MATA ESCURA;BA;27408;SALVADOR;41219-600;105;75.315.333/0342-75;207120099;-12.9203167;-38.4614515;NIXON;Atacadao;Vila Canaria e regiao
4;42;BOMPRECO SUPERMERCADOS DO NORDESTE LTDA;CARREFOUR ATRAS DA BANCA;R SAO VICENTE DE PAULA 219;;ATRAS DA BANCA;PE;11101;PETROLINA;56308-050;105;13.004.510/0256-88;0141835-10;-9.3986012;-40.5074675;VINICIUS;Bompreco;Petrolina e regiao
11;21;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD VASCO;VASCO DA GAMA 828 0;;FEDERACAO;BA;27408;SALVADOR;40230-731;105;47.508.411/0193-37;56308648;-12.9988198;-38.4897558;RICARDO;Cdb;Vasco e regiao
11;22;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD CIDADE NOVA;AVN ACM SN;;CIDADE NOVA;BA;27408;SALVADOR;40315-340;105;47.508.411/0446-09;22420046;-12.9776255;-38.4709216;RICARDO;Cdb;Suburbio e regiao
11;24;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD PARALELA;AV GOVERNADOR LUIZ VIANA BFILHO 3056;;PARALELA;BA;27408;SALVADOR;40301-155;105;47.508.411/0892-03;42601557;-12.9716386;-38.4411786;RICARDO;Cdb;Paralela e regiao
11;31;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD-CAMINHO DAS ARVO;AVENIDA TANCREDO NEVES N 148;;CAMINHO DAS ARVORES;BA;27408;SALVADOR;41820-908;105;47.508.411/2551-46;131800575;-12.9818892;-38.4631313;RICARDO;Cdb;Pituba e regiao
11;33;COMPANHIA BRASILEIRA DE DISTRIBUICAO;CBD - COSTA AZUL;R ARTHUR DE AZEVEDO MACHADO, S/N;LOTE 60 61 62;COSTA AZUL;BA;27408;SALVADOR;41760-000;105;47.508.411/2588-38;143288374;-12.9974622;-38.4453162;RICARDO;Cdb;Pituba e regiao
47;5;WALMART BRASIL LTDA;SAMS PITUBA;AV ANTONIO CARLOS MAGALHAES 3410;;PITUBA;BA;27408;SALVADOR;41810-150;105;00.063.960/0048-64;68090489;-12.9869055;-38.4660843;VINICIUS;Sams;Pituba e regiao
47;7;WMB SUPERMERCADOS DO BRASIL LTDA.;SAMS ARACAJU;AV DEP SILVIO TEIXEIRA, 870;;JARDINS;SE;308;ARACAJU;49025-100;105;00.063.960/0561-55;27165570-4;-10.9411645;-37.0569723;VINICIUS;Sams;Aracaju e regiao
47;9;WMB SUPERMERCADOS DO BRASIL LTDA;SAMS LAURO DE FREITAS;AV SANTOS DUMONT 7552;;BURAQUINHO;BA;19207;LAURO DE FREITAS;42710-860;105;00.063.960/0578-01;198087309;-12.8970682;-38.3299007;VINICIUS;Sams;Lauro e regiao
47;10;WMB SUPERMERCADOS DO BRASIL LTDA;SAMS COSME DE FARIAS;AV MARIO LEAL FERREIRA 000780;;COSME DE FARIAS;BA;27408;SALVADOR;40252-390;105;00.063.960/0574-70;187.549.772;-12.9838713;-38.4877019;VINICIUS;Sams;Brotas e regiao
47;12;WMB SUPERMERCADOS DO BRASIL LTDA.;SAMS FEIRA DE SANTANA;RUA CORONEL JOSE PINTO DOS SANTOS S/N;S/N;SAO JOAO;BA;10800;FEIRA DE SANTANA;44051-568;105;00.063.960/0600-04;213.090.131;-12.2473288;-38.9508014;VINICIUS;Sams;Feira e regiao
48;7;WMS SUPERMERCADOS DO BRASIL LTDA;MAXXI LAURO;AV SANTOS DUMONT KM 3 E5 3423;;CENTRO;BA;19207;LAURO DE FREITAS;42700-000;105;93.209.765/0304-58;76895315;-12.8793612;-38.3115926;NIXON;Atacadao;Lauro e regiao
48;8;WMS SUPERMERCADOS DO BRASIL LTDA;ATAC MARES;AV COMENDADOR BASTOS SN;;MARES;BA;27408;SALVADOR;40445-211;105;93.209.765/0315-00;77998249;-12.9418347;-38.5014603;NIXON;Atacadao;Suburbio e regiao
48;17;WMS SUPERMERCADOS DO BRASIL LTDA.;ATAC CAMACARI CENTRO;AV DEPUTADO LUIS EDUARDO MAGALHAES;;CENTRO;BA;5701;CAMACARI;42800-071;105;93.209.765/0500-50;166.374.042;-12.7036221;-38.3219949;NIXON;Atacadao;Camacari e regiao
48;20;WMS SUPERMERCADOS DO BRASIL LTDA.;ATAC CABULA;R SILVEIRA MARTINS 2233;OUTROS LOJA;CABULA;BA;27408;SALVADOR;41150-000;105;93.209.765/0529-31;198308960;-12.9523038;-38.4614984;NIXON;Atacadao;Brotas e regiao
48;26;WMS SUPERMERCADOS DO BRASIL LTDA.;ATACADAO;RODOVIA BA 535  VIA PARAFUSO S/N;;INDUSTRIAL;BA;5701;CAMACARI;42800-937;105;93.209.765/0550-19;211956538;-12.7149176;-38.3038186;NIXON;Atacadao;Camacari e regiao
48;35;WMS SUPERMERCADOS DO BRASIL LTDA.;ATAC CANABRAVA;RUA ARTEMIO CASTRO VALENTE 000396;;CANABRAVA;BA;27408;SALVADOR;41260-300;105;93.209.765/0560-90;211958914;-12.9244677;-38.4213776;NIXON;Atacadao;Vila Canaria e regiao
69;3;PERINI COMERCIAL DE ALIMENTOS LTDA;PERINI VASCO DA GAMA;AVENIDA VASCO DA GAMA 3051;;FEDERACAO;BA;27408;SALVADOR;40230-731;105;11.965.515/0003-04;88290698;-12.9932267;-38.4979679;VINICIUS;Perini;Vasco e regiao
69;4;PERINI COMERCIAL DE ALIMENTOS LTDA;PERINI GRACA;AVENIDA PRINCESA LEOPOLDINA 398;;GRACA;BA;27408;SALVADOR;40150-080;105;11.965.515/0008-19;88293217;-13.002137;-38.5245376;VINICIUS;Perini;Suburbio e regiao
69;5;PERINI COMERCIAL DE ALIMENTOS LTDA;PERINI PITUBA;RUA MARANHAO 64;;PITUBA;BA;27408;SALVADOR;41830-260;105;11.965.515/0009-08;88293659;-13.0091622;-38.463455;VINICIUS;Perini;Pituba e regiao
82;8;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 029 BROTAS;AV ANTONIO CARLOS MAGALHAES, 4479;;BROTAS;BA;27408;SALVADOR;40280-000;105;39.346.861/0059-88;56.625.880;-12.9801934;-38.4703712;VINICIUS;Gbarbosa;Brotas e regiao
82;9;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 035 COSTA AZUL;RUA ARTHUR AZEVEDO MACHADO 3443;;COSTA AZUL;BA;27408;SALVADOR;41760-000;105;39.346.861/0078-40;68.833.574;-12.9913564;-38.4485888;VINICIUS;Gbarbosa;Pituba e regiao
82;10;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-088 - SAN MARTIN;AV SAO MARTINS SN;;SAN MARTIN;BA;27408;SALVADOR;40355-015;105;39.346.861/0119-53;77.079.509;-12.9463213;-38.4828999;VINICIUS;Gbarbosa;Suburbio e regiao
82;11;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 108 LAURO DE FREITAS;AV LUIS TARQUINIO 1686;;CENTRO;BA;19207;LAURO DE FREITAS;42700-000;105;39.346.861/0143-83;87892394;-12.8859526;-38.3089088;VINICIUS;Gbarbosa;Lauro e regiao
82;12;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA PAU DA LIMA;RUA JAYME VIEIRA LIMA, S/N;;PAU LIMA;BA;27408;SALVADOR;41235-000;105;39.346.861/0444-52;108.955.192;-12.9166453;-38.4447605;VINICIUS;Gbarbosa;Vila Canaria e regiao
82;15;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 015 FEIRA DE SANTANA;RUA VASCO FILHO S/N;;CENTRO;BA;10800;FEIRA DE SANTANA;44025-290;105;39.346.861/0048-25;56.626.465;-12.2638511;-38.9577819;VINICIUS;Gbarbosa;Feira e regiao
82;16;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 016 FEIRA DE SANTANA;RUA BARAO DE COTEGIPE, 1106;;CENTRO;BA;10800;FEIRA DE SANTANA;44025-030;105;39.346.861/0070-93;65.936.960;-12.2543602;-38.9624156;VINICIUS;Gbarbosa;Feira e regiao
82;17;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 017 FEIRA DE SANTANA;RUA MARECHAL DEODORO,245;;CENTRO;BA;10800;FEIRA DE SANTANA;44010-250;105;39.346.861/0047-44;56.626.357;-12.2576179;-38.9672959;VINICIUS;Gbarbosa;Feira e regiao
82;18;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 018 ESPLANADA;PRACA.LADISLAU CAVALCANTE,18;;CENTRO;BA;10602;ESPLANADA;48370-000;105;39.346.861/0045-82;56.626.573;-11.8021588;-37.9439001;VINICIUS;Gbarbosa;Alagoinhas e regiao
82;19;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 029 CIDADE NOVA;AV.EDUARDO FROES DA MOTA,6281;;CIDADE NOVA;BA;10800;FEIRA DE SANTANA;44030-730;105;39.346.861/0091-18;73.286.576;-12.2689365;-38.988181;VINICIUS;Gbarbosa;Feira e regiao
82;20;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 032 RIBEIRA DO POMBAL;AV.EVENCIA BRITO S/N;;CENTRO;BA;26608;RIBEIRA DO POMBAL;48400-000;105;39.346.861/0055-54;56.626.799;-10.8400386;-38.5332946;VINICIUS;Gbarbosa;Paulo Afonso e regiao
82;21;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 036 PAULO AFONSO;AV.APOLONIO SALE;;CENTRO;BA;24009;PAULO AFONSO;48608-100;105;39.346.861/0061-00;56.627.266;-9.3984738;-38.2251524;VINICIUS;Gbarbosa;Paulo Afonso e regiao
82;22;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 037 ALAGOINHAS;RUA DR.DANTAS BIAO S/N;;CENTRO;BA;702;ALAGOINHAS;48000-000;105;39.346.861/0056-35;56.627.266;-12.1388388;-38.4125104;VINICIUS;Gbarbosa;Alagoinhas e regiao
82;23;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 038 ALAGOINHAS;PRACA DA BANDEIRA 01;;CENTRO;BA;702;ALAGOINHAS;48005-170;105;39.346.861/0052-01;56.626.807;-12.1387577;-38.4247005;VINICIUS;Gbarbosa;Alagoinhas e regiao
82;24;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 039 ALAGOINHAS;PRACA PADRE ALFREDO,86;;CENTRO;BA;702;ALAGOINHAS;48050-010;105;39.346.861/0051-20;56.626.681;-12.1394141;-38.4253209;VINICIUS;Gbarbosa;Alagoinhas e regiao
82;25;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 074 SOBRADINHO;R.DR ARIOVALDO DE CARVALHO 780;;SOBRADINHO;BA;10800;FEIRA DE SANTANA;44020-010;105;39.346.861/0111-04;77.013.096;-12.2376;-38.9627752;VINICIUS;Gbarbosa;Feira e regiao
82;26;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 076 TOMBA;RUA COMENDADOR GOMES S/N;;TOMBA;BA;10800;FEIRA DE SANTANA;44064-000;105;39.346.861/0113-68;77.013.310;-12.2938781;-38.9500832;VINICIUS;Gbarbosa;Feira e regiao
82;27;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 102 F GRANDE;RUA MELLO MORAES 475;;F. GRANDE;BA;27408;SALVADOR;40352-000;105;39.346.861/0125-00;77.594.552;-12.9375935;-38.4812078;VINICIUS;Gbarbosa;Vila Canaria e regiao
82;28;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 104 VALENCA;AV.INDL MARITA ALMEIDA S/N;;CENTRO;BA;32903;VALENCA;45400-000;105;39.346.861/0136-54;84.248.482;-13.3674718;-39.075867;VINICIUS;Gbarbosa;Ilheus e regiao
82;29;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 106 BROTAS;FREDERICA COSTA 534;;BROTAS;BA;27408;SALVADOR;40243-045;105;39.346.861/0138-16;84.605.683;-12.9825543;-38.4993242;VINICIUS;Gbarbosa;Brotas e regiao
82;30;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 112 VITORIA DA CONQUISTA;AV.OLIVIA FLORES S/N;;CANDEIAS;BA;33307;VITORIA DA CONQUISTA;45028-100;105;39.346.861/0144-64;87.989.892;-14.8700206;-40.820303;VINICIUS;Gbarbosa;Conquista e regiao
82;31;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA 121 PIRAJA;RUA OITO DE NOVEMBRO 06;;PIRAJA;BA;27408;SALVADOR;41290-200;105;39.346.861/0424-09;105.405.861;-12.9024555;-38.4585302;VINICIUS;Gbarbosa;Vila Canaria e regiao
82;32;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-123-BROTAS;VALE DO OGUNJA 304;;BROTAS;BA;27408;SALVADOR;40290-500;105;39.346.861/0193-42;81.846.878;-12.9928164;-38.4955341;VINICIUS;Gbarbosa;Brotas e regiao
82;33;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-125-JUAZEIRO SANTO ANTONIO;RUA PRINCESA ISABEL;;SANTO ANTONIO;BA;18407;JUAZEIRO;48903-130;105;39.346.861/0182-90;81.359.536;-9.4131753;-40.5090864;VINICIUS;Gbarbosa;Petrolina e regiao
82;34;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-127-PETROLINA;AV.DOS TROPEIROS N 10;;PEDRO RAIMUNDO;PE;11101;PETROLINA;56316-140;105;39.346.861/0179-94;42.381.509;-9.3743632;-40.5286027;ANTONIO;Gbarbosa;Petrolina e regiao
82;35;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-129-JUAZEIRO;TRAVESSA MARAVILHA 418;;CENTRO;BA;18407;JUAZEIRO;48904-140;105;39.346.861/0184-51;81.359.978;-9.421254;-40.505557;ANTONIO;Gbarbosa;Petrolina e regiao
82;36;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-131-PETROLINA;RUA DA INTEGRACAO 583;;vila eduardo;PE;11101;PETROLINA;56328-010;105;39.346.861/0178-03;42.381.762;-9.3994615;-40.50246610000001;ANTONIO;Gbarbosa;Petrolina e regiao
82;37;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-133 -JUAZEIRO CENTRO;TRAVESSA MATATU S/N;;CENTRO;BA;18407;JUAZEIRO;48904-570;105;39.346.861/0194-23;11.731.665;-9.421766;-40.5023931;ANTONIO;Gbarbosa;Petrolina e regiao
82;38;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-137-JUAZEIRO;RUA PADRE ANCHIETA;;centro;BA;18407;JUAZEIRO;45998-002;105;39.346.861/0197-76;19.675.174;-9.4312697;-40.5078709;ANTONIO;Gbarbosa;Petrolina e regiao
82;39;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-139-VITORIA DA CONQUISTA;AV.JURACI MAGALHAES 3340;;centro;BA;33307;VITORIA DA CONQUISTA;45023-490;105;39.346.861/0196-95;19.674.265;-14.861851;-40.8446183;VINICIUS;Gbarbosa;Conquista e regiao
82;40;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-143 - FEIRA DE SANTANA;AV GOV JOAO DE CARNEIRO 970;;n.brasilia;BA;10800;FEIRA DE SANTANA;44088-031;105;39.346.861/0206-00;12.598.212;-12.265551;-38.953088;VINICIUS;Gbarbosa;Feira e regiao
82;41;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-144 - FEIRA DE SANTANA;AV GETULIO VARGAS 523;;CENTRO;BA;10800;FEIRA DE SANTANA;44001-525;105;39.346.861/0207-82;12.598.320;-12.255796;-38.96049989999999;VINICIUS;Gbarbosa;Feira e regiao
82;42;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-145 - FEIRA DE SANTANA;AV JOSE FALCAO DA SILVA 150;;QUEIMADINHA;BA;10800;FEIRA DE SANTANA;44050-512;105;39.346.861/0208-63;12.598.654;-12.240353;-38.9639392;VINICIUS;Gbarbosa;Feira e regiao
82;43;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-151 - ILHEUS;AV LOMANTO JUNIOR 786;;CENTRO;BA;13606;ILHEUS;45654-000;105;39.346.861/0211-69;12.808.263;-14.8102665;-39.0361481;VINICIUS;Gbarbosa;Ilheus e regiao
82;44;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-154 - JEQUIEZINHA;AV CESAR BORGES 212 ANEXO 01;;JEQUIEZINHA;BA;18001;JEQUIE;45200-970;105;39.346.861/0261-28;13.504.656;-13.8595802;-40.0747903;VINICIUS;Gbarbosa;Conquista e regiao
82;45;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-156 -JEQUIE;PRACA DA BANDEIRA S/N;;CENTRO;BA;18001;JEQUIE;45200-310;105;39.346.861/0263-90;13.504.872;-13.8594023;-40.0799111;VINICIUS;Gbarbosa;Conquista e regiao
82;46;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-158-JEQUIE;RUA FRANCISCO AMEIRA;;CENTRO;BA;18001;JEQUIE;45200-090;105;39.346.861/0265-51;13.505.231;-13.8619868;-40.0791708;VINICIUS;Gbarbosa;Conquista e regiao
82;47;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-272- CABULA;RUA ESTRADA DAS BARREIRAS NÂ°992;;CABULA;BA;27408;SALVADOR;41185-500;105;39.346.861/0429-13;105.585.178;-12.9454592;-38.4590437;VINICIUS;Gbarbosa;Brotas e regiao
82;48;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-274-GUARAJUBA;RODOVIA BA 099,KM 42 S/N;;GUARAJUBA;BA;5701;CAMACARI;42827-000;105;39.346.861/0415-18;103.870.056;-12.6424508;-38.0735142;VINICIUS;Gbarbosa;Camacari e regiao
82;49;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-302 - HORTO BELA VISTA;ALAMEDA EUVALDO LUZ N92;;HORTO BELA VISTA;BA;27408;SALVADOR;41098-020;105;39.346.861/0432-19;105.678.580;-12.9705882;-38.4731619;VINICIUS;Gbarbosa;Vasco e regiao
82;50;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-306  - PAULO AFONSO;AV JOSE HEMETERIO DE CARVALHO;;PAULO AFONSO;BA;24009;PAULO AFONSO;48601-320;105;39.346.861/0427-51;105.528.487;-9.4051963;-38.2253583;VINICIUS;Gbarbosa;Paulo Afonso e regiao
82;51;CENCOSUD BRASIL COMERCIAL SA;GBARBOSA-315-SERRINHA;RUA LAURO MOTA, SN;;GINASIO;BA;30501;SERRINHA;48700-000;105;39.346.861/0446-14;109277725;-11.6679197;-39.0032473;VINICIUS;Gbarbosa;Feira e regiao
82;53;CENCOSUD BRASIL COMERCIAL S.A.;G. BARBOSA  - RIO MAR;AV LUIZ LUA GONZAGA 400;;COROA DO MEIO;SE;308;ARACAJU;49035-500;105;39.346.861/0116-00;27.122.169-0;-10.9461745;-37.0485875;VINICIUS;Gbarbosa;Aracaju e regiao
82;54;CENCOSUD BRASIL COMERCIAL S.A.;G BARBOSA ARACAJU I;AV ALEXANDRO ALCINO 2155;;SANTA MARIA;SE;308;ARACAJU;49044-090;105;39.346.861/0118-72;27.122.117-8;-10.9862984;-37.0979096;VINICIUS;Gbarbosa;Aracaju e regiao
82;55;CENCOSUD BRASIL COMERCIAL S.A.;G BARBOSA HIPER NORTE;AV OSVALDO ARANHA 1240;;J. C. DE ARAUJO;SE;308;ARACAJU;49085-410;105;39.346.861/0023-77;27.105.260-0;-10.9067173;-37.0857251;VINICIUS;Gbarbosa;Aracaju e regiao
82;56;CENCOSUD BRASIL COMERCIAL S.A.;G BARBOSA CJ ORLANDO DANTAS;AV FRANCISCO JOSE FONSECA 1337;;CJ. ORLANDO DANTAS;SE;308;ARACAJU;49042-000;105;39.346.861/0022-96;27.105.237-6;-10.9678994;-37.087242;VINICIUS;Gbarbosa;Aracaju e regiao
82;57;CENCOSUD BRASIL COMERCIAL S.A.;G. BARBOSA ARACAJU II;AV AUGUSTO FRANCO 3280;;PONTO NOVO;SE;308;ARACAJU;49047-040;105;39.346.861/0016-48;27.105.252-0;-10.9325548;-37.0749172;VINICIUS;Gbarbosa;Aracaju e regiao
82;58;CENCOSUD BRASIL COMERCIAL S.A.;G BARBOSA  CJ. AUGUSTO FRANCO;AV HERACLITO ROLLEMBERG 2676;;CJ. AUGUSTO FRANCO;SE;308;ARACAJU;49030-640;105;39.346.861/0044-00;27.105.251-1;-10.9727169;-37.0661946;VINICIUS;Gbarbosa;Aracaju e regiao
82;59;CENCOSUD BRASIL COMERCIAL S.A.;G. BARBOSA SANTOS DUMONT;R MAJOR AURELIANO 305;;SANTOS DUMONT;SE;308;ARACAJU;49087-400;105;39.346.861/0017-29;27.105.246-5;-10.894986;-37.0807694;VINICIUS;Gbarbosa;Aracaju e regiao
82;60;CENCOSUD BRASIL COMERCIAL S.A.;G. BARBOSA  SANTO ANTONIO;R MURIBECA 310;;SANTO ANTONIO;SE;308;ARACAJU;49060-470;105;39.346.861/0035-00;27.105.244-9;-10.89827;-37.0599068;VINICIUS;Gbarbosa;Aracaju e regiao
82;61;CENCOSUD BRASIL COMERCIAL S.A.;G. BARBOSA FRANCISCO PORTO;AV FRANCISCO PORTO 250;LOJA 20;SALGADO FILHO;SE;308;ARACAJU;49020-120;105;39.346.861/0033-49;27.105.245-7;-10.9347924;-37.0529267;VINICIUS;Gbarbosa;Aracaju e regiao
82;62;CENCOSUD BRASIL COMERCIAL S.A.;G. BARBOSA  CENTRO;AV COELHO E CAMPOS 215;;CENTRO;SE;308;ARACAJU;49010-720;105;39.346.861/0034-20;27.105.249-0;-10.906536;-37.0513546;VINICIUS;Gbarbosa;Aracaju e regiao
82;63;CENCOSUD BRASIL COMERCIAL S.A;G. BARBOSA J. C. DE ARAUJO;AV OSVALDO ARANHA 1240;;J. C. DE ARAUJO;SE;308;ARACAJU;49085-410;105;39.346.861/0023-77;27.105.260-0;-10.9067173;-37.0857251;VINICIUS;Gbarbosa;Aracaju e regiao
82;64;CENCOSUD BRASIL COMERCIAL S.A;G BARBOSA FAROLANDIA;AV JOSE THOMAZ D AVILA NABUCO 945;;FAROLANDIA;SE;308;ARACAJU;49030-270;105;39.346.861/0103-96;27.121.526-7;-10.9707089;-37.0614597;VINICIUS;Gbarbosa;Aracaju e regiao
